applicant_id,name,phone,email,risk_profile,bank_avg_monthly_inflow,bank_inflow_trend,bank_balance_volatility,bank_payment_regularity,bank_upi_txn_count,bank_min_balance_ratio,telecom_ontime_rate,telecom_ontime_trend,telecom_plan_value,telecom_active_months,telecom_data_usage_gb,telecom_missed_payments,ecom_purchase_frequency,ecom_return_rate,ecom_avg_monthly_spend,ecom_spend_trend,ecom_account_age_months,ecom_category_diversity,loc_address_changes_24m,loc_years_at_current,loc_is_metro,loc_state,loc_pin_code,loc_owns_home,psych_engagement_score,psych_consistency,psych_completion_time_sec,psych_straight_line_ratio,psych_mean_answer,psych_std_answer,merchant_filing_regularity,merchant_rating,merchant_months_operating,merchant_annual_turnover,merchant_gst_returns_filed,merchant_has_gst
c30bff00-6a80-4c6c-af41-82000643c4f9,Aryan Maharaj,+913218196001,virajtiwari@example.net,medium,38370.39495990421,0.006209244187578657,0.7029165178472763,0.0907742188071608,26,0.3711461393462032,0.40377943673097055,-0.005888118539095515,761.3202312935045,23,-1.2127874851160159,5,19,0.0,3105.203165519736,-0.014929898209069724,-15,7,-1,4,1,Himachal Pradesh,499227,1,0.4079925301179287,0.3976504053626282,162,0.37356330765450785,3.0096819706280193,1.039580390057529,0.7049203922618796,2.0496548534091996,36,508394.4219423708,8,1
e17d81b7-e2e2-4d6e-91ab-06c3bc4e0c38,Rushil Saini,+917940265423,harsh16@example.org,low,94826.80995962926,0.03662386571642977,0.3200517447036555,0.5946096147838413,40,0.0,0.5330169550532571,0.0014059075797975354,1176.468420476927,19,26.996717840889158,1,12,0.112801267412865,6405.637724928523,0.010310494526205298,33,9,2,13,0,Nagaland,894009,1,0.6408051710212616,0.5223132299483273,345,0.4163031037893325,3.2622157213750924,0.9163296132408696,0.842417445125026,3.4120833965678012,79,1564907.7629370359,11,1
487f4df9-9f34-43b1-9735-afbc8dd9ba16,Hemangini Lalla,+917816184959,ekarajbath@example.net,medium,38991.451769841544,0.004564945935163692,0.6264765715969507,0.20524597004679973,27,0.30893018492189567,0.7005086318634792,0.008424541374548905,938.2725630988273,7,10.302487948956685,3,9,0.22252469502213568,2249.431275177126,0.04046656434070672,25,9,0,2,1,Madhya Pradesh,979323,0,0.7575895557697709,0.6090744502011556,373,0.27042264768499047,3.2098815760654733,0.8634078369528236,1.0,5.429727230181561,65,779240.4219065374,7,0
b3336c6d-2035-470c-8033-e3f4e5633010,Bimala Buch,+911647525534,gargyash@example.org,high,32095.086896986886,-0.000290823607369815,0.7415354140222624,0.2306741459475664,17,0.0,0.43377154099350745,-0.010959044711749882,701.3052540544193,13,4.2501461119562425,4,10,0.5026838380305577,795.470325522416,0.007652391769776029,24,1,2,-5,0,Telangana,996725,-1,0.4520319136617201,0.573584416371101,54,0.2321330366312795,2.6736265471080958,1.040649288612931,0.4083548122271401,3.0266264611842675,-4,-1206574.9125938772,4,0
1531f7d0-5434-4735-a509-9e7926d882c2,Ladli Madan,8350305641,divyakala@example.net,low,110732.15211785471,0.012707517546578631,0.27891746369705833,0.5737689823794757,38,0.6993365674962255,0.5907453401479216,-0.0004649838895691913,1548.2731888147546,18,3.6752965732697636,3,14,0.2699756508826902,4950.977238132256,0.021618687326140824,59,10,-1,8,1,Madhya Pradesh,336240,0,0.45455879797878895,0.4653422526365297,170,0.2767886722404014,4.49525978301821,0.7844811821527735,0.37098237669689593,3.148890177636792,137,1393937.8573972431,11,1
0d8e87b1-5a67-49c9-8269-b1f46ac6c69d,Meghana Shanker,+914238849696,theodore28@example.com,low,147025.10276645128,0.016922525720607137,0.1833549327996752,0.7458033668104244,44,0.15238844599449552,0.5242651168789978,0.006589885932396425,3000.8217445806954,25,25.439402834808106,2,17,0.019023790072299106,4816.882285461102,-0.024120337959021562,71,6,0,19,1,Jharkhand,990946,1,0.4276494978036256,0.4179124983498938,247,0.2764451013161444,3.143066168301681,0.876354110030145,0.9182376611636667,2.4206356407937433,122,3240314.1195104406,12,1
5aa68b36-d1e6-4410-9a04-62b56d4239f3,Champak Choudhary,+912691669784,contractoramara@example.net,medium,59054.4180112453,0.020336540254445704,0.5870837759697556,0.5936864367154713,26,0.14756444714651695,0.5870795683102802,-0.00149507932454296,1638.7513837961928,15,9.168967965040743,6,7,0.42820609878531585,3278.7762723983533,-0.024282722773644735,50,6,2,4,1,Jharkhand,802668,0,0.5742355067361372,0.3686800255435611,174,0.37054507688988647,2.8785138991603945,1.0675540140384148,0.7619493772295656,3.3446995269736997,27,1091448.7066727583,8,1
57e8c40a-89c7-44b8-9796-6710546684c0,Isaac Memon,02704828148,michaelprakash@example.org,medium,73486.15662564305,-0.03039703932111871,0.40727100907087277,0.0,13,0.3283380316095827,0.4121350854991004,-0.005048875953194889,838.5094659469504,22,0.7234204232989385,5,10,0.26052254805531516,492.1641532834666,-0.181885093579499,1,2,5,1,1,Tamil Nadu,887488,1,0.8729521385377377,0.5455823963583704,132,0.18067205872421066,2.752458678913596,0.9902975741251125,0.29273018040538334,1.7077353632989898,-2,907052.2086439817,7,1
abcea194-1447-466f-871b-1faaf2df62eb,Ekiya Suresh,+911543039117,waliajeremiah@example.org,medium,33774.47023717014,0.007449299888735719,0.36434534602956337,0.654366804442048,23,0.4295087037814646,0.5061109455054148,-0.0038320688000395313,11.710562919717631,14,10.046932437770327,1,11,0.46981155766883687,849.7778530908918,0.07013203360385571,57,6,1,-1,1,Rajasthan,655675,0,0.4376290764984605,0.3509192538213703,301,0.19425082999271573,3.011778152304612,0.9964050825320361,0.3147505139403783,3.1672471106292184,63,2707187.121978294,9,0
606ad917-2026-4774-82b1-d413b4c6ad89,Noah Lanka,9638346578,pdara@example.org,low,77725.98480019567,0.0212172678378097,0.35509319772714437,0.764885088401296,28,0.6757922711999443,0.3915921176599315,0.0022999713649099994,700.0196336390123,6,13.956083037019734,8,22,0.23773404123038047,1891.6151203357977,0.0933751207462962,74,4,-1,8,0,Manipur,409577,0,0.9381933791336091,0.45030854270764087,238,0.06431819479922044,3.024287148344061,1.4733583130708379,0.5187785563175581,3.1574660872501648,25,1140576.6644973115,9,1
